0.0000000	0.0000000	0.0000000	3.0000000	-3.0000000	3.0000000	0.0000000	0.0000000	0.0000000	0.2410246	0.2252665	0.3448208	0.2948799	0.2988191	0.2203157	0.2921518	0.3065667	0.3211291	0.3146686	0.3664205	0.2832448	0.3606029	0.2618135	0.3268766	0.3357325	-4202.4593549	1919.0826831	-1733.1478635	-4912.0355897	-1544.1849934	3482.7024325	210.9919195	47.3338448
0.0000000	0.0000000	0.0000000	0.0000000	-3.0000000	3.0000000	0.0000000	0.0000000	0.0000000	0.2432653	0.2269981	0.3407911	0.2911650	0.2693929	0.1935830	0.3198208	0.3313341	0.3157068	0.3094778	0.3708249	0.2871003	0.3259289	0.2313987	0.3604759	0.3647745	-3784.6946530	2340.0282552	1219.3579000	-4497.0619679	-1112.3855158	6459.3364387	238.6375103	64.3544504
0.0000000	0.0000000	0.0000000	-3.0000000	-3.0000000	3.0000000	0.0000000	0.0000000	0.0000000	0.2453791	0.2284487	0.3369695	0.2873778	0.2400205	0.1667141	0.3475135	0.3558875	0.3100028	0.3039829	0.3749706	0.2905564	0.2908875	0.2005208	0.3939007	0.3935695	-3380.8438848	2766.8251348	4201.2001290	-4097.6971045	-682.3959340	9477.5359717	270.2980734	89.9250726
0.0000000	0.0000000	0.0000000	3.0000000	0.0000000	3.0000000	0.0000000	0.0000000	0.0000000	0.2707362	0.2526354	0.3278488	0.2792395	0.3048723	0.2245120	0.2989462	0.3142545	0.3454048	0.3340150	0.3283141	0.2503213	0.3512354	0.2542652	0.3224445	0.3297303	-2888.5479574	-751.1215203	-1558.3322754	-3571.7470570	-4209.2736943	3663.8257854	215.5730443	47.4047457
0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	3.0000000	0.0000000	0.0000000	0.0000000	0.2734510	0.2548041	0.3244288	0.2760097	0.2751233	0.1973526	0.3280186	0.3403763	0.3405442	0.3293643	0.3333116	0.2546382	0.3179846	0.2250616	0.3557823	0.3585724	-2466.1284061	-325.9152161	1394.7023867	-3147.7883424	-3773.0488715	6642.9617219	242.1447550	65.0630403
0.0000000	0.0000000	0.0000000	-3.0000000	0.0000000	3.0000000	0.0000000	0.0000000	0.0000000	0.2758315	0.2565256	0.3208915	0.2726004	0.2451291	0.1698840	0.3568947	0.3661840	0.3350586	0.3245265	0.3379065	0.2585713	0.2841458	0.1953703	0.3886871	0.3873280	-2051.0531721	110.6492708	4372.3036322	-2747.5492296	-3347.4564271	9661.7783215	266.5135658	90.4670185
0.0000000	0.0000000	0.0000000	3.0000000	3.0000000	3.0000000	0.0000000	0.0000000	0.0000000	0.3031178	0.2826130	0.3103881	0.2630968	0.3117445	0.2293177	0.3070974	0.3234514	0.3694925	0.3529280	0.2932245	0.2196436	0.3431368	0.2473435	0.3195839	0.3249297	-1541.8047126	-3405.9696361	-1356.7273853	-2201.5543994	-6871.8520790	3871.4371457	223.2463390	49.4162589
0.0000000	0.0000000	0.0000000	0.0000000	3.0000000	3.0000000	0.0000000	0.0000000	0.0000000	0.3055324	0.2844452	0.3066703	0.2595569	0.2808170	0.2010169	0.3367512	0.3500629	0.3638194	0.3486678	0.2974685	0.2239027	0.3099548	0.2187828	0.3512876	0.3534712	-1119.8331764	-2979.5596257	1592.1858853	-1784.1218697	-6449.0610799	6864.7444331	244.2681351	88.1225171
0.0000000	0.0000000	0.0000000	-3.0000000	3.0000000	3.0000000	0.0000000	0.0000000	0.0000000	0.3075196	0.2856634	0.3027087	0.2557310	0.2495588	0.1723167	0.3660860	0.3761858	0.3584912	0.3437806	0.3021743	0.2277733	0.2769343	0.1898403	0.3836131	0.3813448	-700.0848454	-2541.2870845	4576.2928378	-1380.7507200	-6022.8229804	9886.5714620	272.5575464	96.6619427
0.0000000	0.0000000	0.0000000	3.0000000	-3.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.2509666	0.2338503	0.3213701	0.2740762	0.2977795	0.2210066	0.2795584	0.2934907	0.2966709	0.2915185	0.3701122	0.2876060	0.3556614	0.2594930	0.3110206	0.3192457	-1581.2113815	3248.3460400	-2288.9106855	-2281.5349599	-211.3284633	2907.9947155	215.6849150	52.1840879
0.0000000	0.0000000	0.0000000	0.0000000	-3.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.2534486	0.2358680	0.3179963	0.2709416	0.2694921	0.1952769	0.3069743	0.3181261	0.2919121	0.2874159	0.3748196	0.2921566	0.3226166	0.2308049	0.3439882	0.3483660	-1161.4390699	3670.0564608	682.3809294	-1858.2737618	224.3518670	5904.8351392	246.3894184	75.5864248
0.0000000	0.0000000	0.0000000	-3.0000000	-3.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.2555795	0.2374617	0.3144714	0.2676082	0.2411782	0.1695200	0.3339131	0.3421553	0.2866855	0.2824984	0.3789442	0.2957097	0.2891689	0.2014324	0.3762928	0.3763303	-753.2198775	4094.6278673	3657.0809001	-1453.8068867	653.8144683	8908.1963959	280.9815498	105.3862399
0.0000000	0.0000000	0.0000000	3.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.2809242	0.2614827	0.3047359	0.2587024	0.3042630	0.2256012	0.2864965	0.3013133	0.3211940	0.3119684	0.3338873	0.2568265	0.3472680	0.2531809	0.3077573	0.3152679	-237.2589940	570.2713154	-2106.6897072	-905.9023351	-2884.0672442	3097.9706023	222.5907374	59.9248157
0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.2836420	0.2637855	0.3015967	0.2558284	0.2753813	0.1992891	0.3149746	0.3270786	0.3168199	0.3076644	0.3390365	0.2611806	0.3153957	0.2250599	0.3403811	0.3434263	187.5251584	998.3930599	863.2936843	-475.4412451	-2441.8957901	6093.5819667	253.2835661	75.8585325
