4000.000000 -2000.000000 4000.000000 5885.866817 4943.590285
1000.000000 -2000.000000 4000.000000 5834.900534 5427.925386
-2000.000000 -2000.000000 4000.000000 5786.388084 5914.781102
4000.000000 1000.000000 4000.000000 5477.063408 4950.928135
1000.000000 1000.000000 4000.000000 5426.321478 5438.497972
-2000.000000 1000.000000 4000.000000 5377.562118 5928.249016
4000.000000 4000.000000 4000.000000 5059.252079 4962.453253
1000.000000 4000.000000 4000.000000 5009.293491 5452.858486
-2000.000000 4000.000000 4000.000000 4960.581146 5946.383369
4000.000000 -2000.000000 1000.000000 5615.053167 4842.197264
1000.000000 -2000.000000 1000.000000 5564.776237 5325.103076
-2000.000000 -2000.000000 1000.000000 5516.549487 5806.262414
4000.000000 1000.000000 1000.000000 5203.289417 4849.630010
1000.000000 1000.000000 1000.000000 5153.396383 5335.334160
-2000.000000 1000.000000 1000.000000 5105.336384 5819.284859
4000.000000 4000.000000 1000.000000 4784.825071 4859.968467
1000.000000 4000.000000 1000.000000 4736.411563 5348.590611
-2000.000000 4000.000000 1000.000000 4688.414320 5836.440464
4000.000000 -2000.000000 -2000.000000 5345.385232 4748.108009
1000.000000 -2000.000000 -2000.000000 5296.224103 5225.446799
-2000.000000 -2000.000000 -2000.000000 5248.526238 5700.937207
4000.000000 1000.000000 -2000.000000 4934.234568 4754.760241
1000.000000 1000.000000 -2000.000000 4885.983269 5234.655606
-2000.000000 1000.000000 -2000.000000 4838.727238 5712.881524
4000.000000 4000.000000 -2000.000000 4516.868050 4764.384199
1000.000000 4000.000000 -2000.000000 4469.716942 5247.087196
-2000.000000 4000.000000 -2000.000000 4423.130413 5728.946746
-3500.000000 1000.000000 1000.000000 5081.631712 6060.339115
1000.000000 -3500.000000 1000.000000 5768.857000 5320.514104
1000.000000 1000.000000 -3500.000000 4753.939239 5185.031598
5500.000000 1000.000000 1000.000000 5228.201932 4606.483634
1000.000000 5500.000000 1000.000000 4524.185903 5356.360016
1000.000000 1000.000000 5500.000000 5564.544861 5490.900257
-5000.000000 1000.000000 1000.000000 5058.401417 6300.525769
1000.000000 -5000.000000 1000.000000 5968.014376 5317.885071
1000.000000 1000.000000 -5000.000000 4623.089570 5136.418043
7000.000000 1000.000000 1000.000000 5253.118014 4365.136090
1000.000000 7000.000000 1000.000000 4312.621655 5364.875556
1000.000000 1000.000000 7000.000000 5700.763917 5549.400747
