0.868163 0.000395742 0.49628 -89822.8
-0.496279 -0.00022621 0.868163 -157131
0.00045585 -1 0 -1350.55
0 0 0 1
5037.38 0 0 0
0 5000 0 0
0 0 20000 30277.9
0 0 0 1
4.21298e-007 -1.11505e-008 1 -204133
-0.999998 -0.00163606 -4.32597e-017 -0.0529621
0.00163607 -0.999999 -6.93889e-018 1350.55
0 0 0 1
4812.19 0 0 0
0 5000 0 0
0 0 20000 32483.7
0 0 0 1
0 0 0 0
