T 8 matrix 2 4 4
-0.8575945206899447	-0.03828888243920332	-0.5129004196279331	103590.3523635464
-0.5122573721528562	-0.02578912222487821	0.8584449452417043	-179647.7073824868
-0.04609617408523167	0.9989336541339632	0.002502794158927546	-591.793307389971
0	0	0	1
-0.8656209956978692	0.02427412914906172	0.5001094110860845	-103824.8665560147
0.5006404362029965	0.0267210268234405	0.8652427288750175	-180054.4048247454
0.007639656835696517	0.9993484989145203	-0.03528301353651606	591.7933073899716
0	0	0	1
K 8 matrix 2 4 4
4961.929240930127	0	0	-541.455050401088
0	5000	0	-113.2339042836364
0	0	5000	35222.29393130201
0	0	0	1
4959.534286252423	0	0	45.61699562156659
0	5000	0	1241.790635187386
0	0	5000	35182.08851827059
0	0	0	1
S 140 matrix 2 2 35 35
-9.221486559067557	-12.3794302324163	-15.31199885476883	-17.83593023516056	-19.72443924160923	-20.86032901307307	-21.34476767488789	-21.35772143806339	-20.96215509085124	-20.0947824505666	-18.68088536632658	-16.73243013431983	-14.38436605443263	-11.86366455046453	-9.395080744765266	-7.095796110166532	-4.946895442125481	-2.867015078680538	-0.829880363582447	1.065590887954613	2.643286575398975	3.779765797451546	4.487072910503798	4.875242856307978	5.016885177346467	4.805358566960422	3.930006706901622	1.991504662089824	-1.344959985583273	-6.240593297811415	-12.62718382692276	-20.22628712043297	-28.67569808050712	-37.67521810808614	-47.03661431974138
-7.675121038333998	-11.07188584983058	-14.33009888888748	-17.22684237444841	-19.33711350904082	-20.38642334922672	-20.66276552378051	-20.59889326340085	-20.26054470436865	-19.44191878927313	-17.95367868916482	-15.77097705303137	-13.07988974622981	-10.24024987960729	-7.621792780917076	-5.378446989525855	-3.392061660997797	-1.424184305174833	0.6543639821800298	2.698907659623501	4.377937586729559	5.474363521939495	6.054362266362773	6.399530191649319	6.762718498030949	7.060269444135997	6.81372414236148	5.407150336069549	2.350701333916845	-2.597939765093202	-9.352697308623874	-17.46280489416608	-26.35899513934407	-35.66237905339403	-45.20161179257843
-5.910033626493544	-9.501765456544376	-13.08652429709431	-16.52764541368458	-19.04104937216417	-19.7921338186068	-19.60582116927697	-19.48635176791674	-19.35065242273615	-18.68760106369378	-17.15964994113334	-14.69755457680836	-11.55203063324228	-8.286044568740977	-5.54701239394285	-3.541387814316806	-1.969272481962491	-0.329689389234602	1.714058737289975	3.957357471013552	5.732901766259374	6.662452333366218	6.892704622978954	6.962876314027767	7.480641988677576	8.424883771358623	8.99165352403179	8.246217745267018	5.547381094182583	0.5612587299307279	-6.696952809235427	-15.48540755671718	-24.84849265527237	-34.38982178791071	-44.02907554309002
-3.90744638985359	-7.621026162958117	-11.40622049637582	-15.46737437562933	-18.9408056855759	-18.91348576163023	-17.91730086403933	-17.92482992894234	-18.16639435210452	-17.7252248335212	-16.16573353798002	-13.35656572881251	-9.645362691935475	-5.807187823848807	-3.023834615862484	-1.476437617369868	-0.6004319568162941	0.422286044937664	2.256018185671678	4.782751768181015	6.599776435432545	7.252110633280722	6.952619023052421	6.458671322480996	7.022515386540363	8.785919109767292	10.28425765729287	10.2122571158792	7.89456920662451	3.00693396367069	-4.854195547965446	-14.49713641201936	-24.19701460651675	-33.84107549333032	-43.48247667986016
-1.682140613204297	-5.489273445428921	-9.444618255813737	-13.77273292857748	-17.99597263621766	-17.47275966567926	-16.01184360850226	-16.10745958175829	-16.56607486010385	-16.29852039665641	-14.65921709764422	-11.35174532126096	-7.01522993989613	-2.801976694400707	-0.2095280778667359	0.8090504755529082	0.993890839137805	1.225579128291315	2.434293547658854	4.837335186547648	6.41924954435342	6.838936290535912	6.225826719907332	5.200803038637332	5.7237728517905	8.173387803699939	10.33419751234771	10.67268115823754	8.616244097110666	3.95900792995019	-4.180765014692838	-14.35886467838327	-24.23198179947451	-33.89732732936386	-43.46920453068481
0.7761761783640395	-3.061423771084606	-7.190948125196883	-11.59902644655591	-14.90941485683143	-15.36056476546176	-14.38294660809106	-14.18388489271825	-14.51183275600835	-14.21709826792451	-12.36878746580631	-8.445595051904952	-3.521792603978199	0.390706314914155	2.476786116501387	3.022501944970486	2.883178522596097	2.348584064180898	2.620418014676602	4.143058827456571	5.225912039965749	5.408793372178479	4.95353604577474	3.616655214200023	4.029832292491165	6.708215689797612	8.902557762737956	9.344487822553333	7.470948650126275	3.192732354339682	-4.709637384327493	-14.79588695335974	-24.78607731343971	-34.42121123124798	-43.87143251406803
3.474010682569997	-0.1863644766026482	-4.073132463191314	-8.071728008849561	-11.43791253726414	-12.55782837237982	-12.05638459373708	-12.19051219829368	-12.43290791630005	-11.59735639077056	-9.051122584853886	-4.875249400705833	-0.21907146301767	3.202182179638285	4.660712613528034	4.705531587354983	4.301442350609023	3.314186806809062	2.995666630638084	4.000074787637175	4.547126554505326	4.253817154181547	3.307658856923581	1.860685926402425	2.092829027718949	4.369369265493106	6.137399572624531	6.81840908848244	5.855284070686366	2.032077304770041	-5.809717058125216	-15.98372342361324	-25.81451008057218	-35.28744989251834	-44.5675395457904
6.29024488533446	2.970455265740384	-0.4679305686145767	-4.082585543935466	-7.689893660748339	-9.294564210287092	-9.16347751836264	-9.896285099391889	-10.17281265860888	-8.740110767085497	-5.622562312037047	-1.617458567519989	2.32081894682733	5.117554147312134	6.11130297022568	5.820907878513737	5.20918968123479	4.020591281679231	3.51417423639316	4.366696406120184	4.57232461052962	3.791942270198206	2.204315180971548	0.07209853543270128	-0.3003649696420894	1.638838091346486	3.334818465868125	4.34878277938293	3.934647956252888	0.469813420418177	-7.178516788459092	-17.26994907310655	-26.98022508586746	-36.33520039916994	-45.44097782841811
8.984208977494973	6.01570159803606	2.997585947626078	-0.2815542846823291	-3.974900616903426	-5.972446390447317	-6.187532869770678	-7.572138726821066	-7.846574120598177	-5.953565113597279	-2.698667547716042	0.8793808005470822	4.016155069563723	6.315590930653443	7.132686455119554	6.827137118039644	5.929885905183681	4.684704947685674	4.160876489265888	4.847279976930338	4.797600756141151	3.663984745019832	1.698078429872226	-1.50435007805919	-2.713532015258124	-0.9314834738500508	1.430585575568841	2.644188384321467	1.847961257927921	-1.599543530324752	-8.83079103255227	-18.44990288473019	-28.24034649164963	-37.50541753482582	-46.40474724496244
11.31324772017769	8.589158554846733	5.880674388930288	2.877332203993319	-0.6698868678350891	-3.08548082603636	-4.228730744195843	-5.653573806791741	-5.620794097963398	-3.414953600015252	-0.3498279106586892	3.015621860424361	6.087592980640608	8.025430441064003	8.629343945342413	8.19135061014326	7.299478695324865	5.614330250394204	4.647283331766545	5.134189597062743	4.346574344886449	2.531726808379403	0.2709378138401917	-2.780720215375823	-4.083724585440109	-2.541139337374034	0.07587411566868241	1.225556545548557	0.01139384715037295	-3.50257127564629	-10.80461601631822	-20.47381412819021	-29.87726295162361	-38.78345013351969	-47.36619833360135
