-0.862618 -0.04161 -0.504143 101879
-0.503722 -0.0208102 0.863615 -176965
-0.0464264 0.998917 -0.0030087 -459.667
0 0 0 1
29797.7 0 0 -1281.43
0 30000 0 566.323
0 0 5000 207798
0 0 0 1
-0.866071 0.0161272 0.499659 -102191
0.499894 0.0177553 0.865905 -177508
0.00509309 0.999713 -0.0234393 459.667
0 0 0 1
29674.1 0 0 233.818
0 30000 0 4875.32
0 0 5000 207988
0 0 0 1
0 0 0 0
