-17.5000000	-17.5000000	-17.5000000	0.0000000	0.0000000	0.0000000	0.0580863	0.0511492	0.0643623	0.3291448	0.2149349	0.2093330	0.0857007	0.0374599	0.0588367	0.3037703	0.2317144	0.2182226	0.0497906	0.0523842	0.0662763	0.4836614	0.3170676	0.2693522	0.1177431	0.0486365	0.0725057	0.4171265	0.3220420	0.2640669
-17.5000000	-17.5000000	-13.1250000	0.0000000	0.0000000	0.0000000	0.0586424	0.0516475	0.0650277	0.3307725	0.2164918	0.2104173	0.1137090	0.0568703	0.0790702	0.2779897	0.2143979	0.1997887	0.0523758	0.0543920	0.0685574	0.4837491	0.3170190	0.2695186	0.1611443	0.0783755	0.0996202	0.3764378	0.2942913	0.2394496
-17.5000000	-17.5000000	-8.7500000	0.0000000	0.0000000	0.0000000	0.0593591	0.0522514	0.0657315	0.3323369	0.2178690	0.2113016	0.1421166	0.0766108	0.0995457	0.2519048	0.1966732	0.1809474	0.0551657	0.0566532	0.0708140	0.4831393	0.3174305	0.2687198	0.2049358	0.1085824	0.1267940	0.3348746	0.2667950	0.2137890
-17.5000000	-17.5000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0604594	0.0534242	0.0668014	0.3335136	0.2193947	0.2121022	0.1986267	0.1164929	0.1404280	0.1977327	0.1595432	0.1419996	0.0609434	0.0612076	0.0745038	0.4779719	0.3156345	0.2652372	0.2910879	0.1691881	0.1801128	0.2494091	0.2090084	0.1607789
-17.5000000	-17.5000000	8.7500000	0.0000000	0.0000000	0.0000000	0.0605731	0.0539518	0.0666933	0.3323922	0.2195824	0.2114478	0.2530786	0.1557495	0.1797521	0.1423085	0.1210264	0.1019370	0.0659300	0.0648344	0.0772621	0.4690344	0.3106097	0.2613383	0.3727343	0.2275506	0.2317523	0.1638620	0.1492914	0.1080791
-17.5000000	-17.5000000	17.5000000	0.0000000	0.0000000	0.0000000	0.0601347	0.0536960	0.0660352	0.3302868	0.2186126	0.2096947	0.3064876	0.1935975	0.2178388	0.0863793	0.0819613	0.0614375	0.0701486	0.0674304	0.0796088	0.4563391	0.3030257	0.2553908	0.4491498	0.2819085	0.2808683	0.0790149	0.0899856	0.0554346
-17.5000000	-8.7500000	-17.5000000	0.0000000	0.0000000	0.0000000	0.0744335	0.0640476	0.0792861	0.3471970	0.2257556	0.2187058	0.0866916	0.0352461	0.0591983	0.3373825	0.2579361	0.2424658	0.1337427	0.1107879	0.1199517	0.4157687	0.2679816	0.2235727	0.1152559	0.0453403	0.0705616	0.4356696	0.3345661	0.2738517
-17.5000000	-8.7500000	-8.7500000	0.0000000	0.0000000	0.0000000	0.0760388	0.0654249	0.0809849	0.3506500	0.2291377	0.2210116	0.1504716	0.0795814	0.1053125	0.2787537	0.2184353	0.2004637	0.1414827	0.1168800	0.1246340	0.4131454	0.2682300	0.2213182	0.2060100	0.1079642	0.1260916	0.3501288	0.2783640	0.2208702
-17.5000000	-8.7500000	0.0000000	0.0000000	0.0000000	0.0000000	0.0772748	0.0668261	0.0822750	0.3518997	0.2308630	0.2219411	0.2144301	0.1248280	0.1517731	0.2173491	0.1763751	0.1562944	0.1471959	0.1217518	0.1279209	0.4063437	0.2649904	0.2179174	0.2946305	0.1703760	0.1805535	0.2604909	0.2176458	0.1663919
-17.5000000	-8.7500000	8.7500000	0.0000000	0.0000000	0.0000000	0.0772055	0.0674378	0.0819931	0.3508541	0.2312050	0.2213654	0.2762316	0.1694949	0.1964229	0.1544773	0.1326993	0.1108151	0.1507193	0.1244199	0.1307160	0.3975223	0.2593371	0.2145322	0.3785772	0.2297477	0.2339792	0.1712812	0.1553240	0.1124447
-17.5000000	-8.7500000	17.5000000	0.0000000	0.0000000	0.0000000	0.0765238	0.0669701	0.0810800	0.3488171	0.2302755	0.2195516	0.3370220	0.2125778	0.2397776	0.0909910	0.0882197	0.0647338	0.1535600	0.1262861	0.1323535	0.3861962	0.2532539	0.2095363	0.4583030	0.2866974	0.2850922	0.0831196	0.0942090	0.0580392
-17.5000000	0.0000000	-17.5000000	0.0000000	0.0000000	0.0000000	0.0946043	0.0798440	0.0975088	0.3659305	0.2365756	0.2278875	0.0868362	0.0319040	0.0588335	0.3763723	0.2881943	0.2705757	0.2249355	0.1734088	0.1750525	0.3364411	0.2125013	0.1718595	0.1117277	0.0415106	0.0674618	0.4510598	0.3454701	0.2802648
-17.5000000	0.0000000	-8.7500000	0.0000000	0.0000000	0.0000000	0.0965845	0.0816602	0.0996585	0.3698992	0.2407764	0.2307542	0.1593715	0.0823912	0.1113915	0.3098966	0.2438310	0.2231724	0.2326758	0.1801418	0.1790296	0.3325268	0.2121368	0.1695257	0.2048548	0.1061913	0.1237896	0.3618648	0.2872272	0.2257265
-17.5000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0980636	0.0832783	0.1010895	0.3714196	0.2426473	0.2317412	0.2322720	0.1339280	0.1643126	0.2400716	0.1958597	0.1727501	0.2375763	0.1838765	0.1827203	0.3257719	0.2080594	0.1664335	0.2952408	0.1693972	0.1795675	0.2696868	0.2237278	0.1706344
-17.5000000	0.0000000	8.7500000	0.0000000	0.0000000	0.0000000	0.0976882	0.0839801	0.1004916	0.3702751	0.2431202	0.2310477	0.3026693	0.1850010	0.2150983	0.1681964	0.1459949	0.1206934	0.2406550	0.1867324	0.1859622	0.3183381	0.2034253	0.1635411	0.3822932	0.2306792	0.2346875	0.1783108	0.1607179	0.1159192
-17.5000000	0.0000000	17.5000000	0.0000000	0.0000000	0.0000000	0.0965908	0.0831159	0.0991742	0.3675936	0.2418443	0.2287678	0.3715223	0.2339039	0.2642780	0.0955881	0.0949553	0.0679057	0.2409945	0.1880753	0.1864889	0.3081886	0.1979946	0.1585465	0.4638827	0.2893144	0.2861796	0.0869498	0.0980417	0.0600277
-17.5000000	8.7500000	-17.5000000	0.0000000	0.0000000	0.0000000	0.1194661	0.0968454	0.1196541	0.3845654	0.2414431	0.2362363	0.0856611	0.0271344	0.0573921	0.4212939	0.3150929	0.3029077	0.3169159	0.2358011	0.2288303	0.2479953	0.1514996	0.1163065	0.1058862	0.0368411	0.0630223	0.4604058	0.3514303	0.2828552
-17.5000000	8.7500000	-8.7500000	0.0000000	0.0000000	0.0000000	0.1219399	0.1016470	0.1223785	0.3891343	0.2521250	0.2397277	0.1684870	0.0847607	0.1175589	0.3456470	0.2731748	0.2491119	0.3233769	0.2421766	0.2328158	0.2437060	0.1496511	0.1138757	0.1999172	0.1015776	0.1194093	0.3686684	0.2912987	0.2281657
-17.5000000	8.7500000	0.0000000	0.0000000	0.0000000	0.0000000	0.1239598	0.1037379	0.1242117	0.3913004	0.2544291	0.2410770	0.2521832	0.1438712	0.1781911	0.2662297	0.2185476	0.1917634	0.3288284	0.2457708	0.2378563	0.2381908	0.1463808	0.1117829	0.2927451	0.1658878	0.1770517	0.2758311	0.2273706	0.1735457
