0_0_0	0	0	0

-10_0_0	-10000	0	0
-5_0_0	-5000	0	0
5_0_0	5000	0	0
10_0_0	10000	0	0

0_-10_0	0	-10000	0
0_-5_0	0	-5000	0
0_5_0	0	5000	0
0_10_0	0	10000	0

0_0_-10	0	0	-10000
0_0_-5	0	0	-5000
0_0_5	0	0	5000
0_0_10	0	0	10000

10_10_10	10000	10000	10000
10_-10_10	10000	-10000	10000
-10_-10_10	-10000	-10000	10000
-10_10_10	-10000	10000	10000

10_10_-10	10000	10000	-10000
10_-10_-10	10000	-10000	-10000
-10_-10_-10	-10000	-10000	-10000
-10_10_-10	-10000	10000	-10000
