0_0_0	0	0	0

-10_0_0	-100	0	0
-5_0_0	-50	0	0
5_0_0	50	0	0
10_0_0	100	0	0

0_-10_0	0	-100	0
0_-5_0	0	-50	0
0_5_0	0	50	0
0_10_0	0	100	0

0_0_-10	0	0	-100
0_0_-5	0	0	-50
0_0_5	0	0	50
0_0_10	0	0	100

10_10_10	100	100	100
10_-10_10	100	-100	100
-10_-10_10	-100	-100	100
-10_10_10	-100	100	100

10_10_-10	100	100	-100
10_-10_-10	100	-100	-100
-10_-10_-10	-100	-100	-100
-10_10_-10	-100	100	-100
