0_0_0	0	0	0

-10_0_0	-1000	0	0
-5_0_0	-500	0	0
5_0_0	500	0	0
10_0_0	1000	0	0

0_-10_0	0	-1000	0
0_-5_0	0	-500	0
0_5_0	0	500	0
0_10_0	0	1000	0

0_0_-10	0	0	-1000
0_0_-5	0	0	-500
0_0_5	0	0	500
0_0_10	0	0	1000

10_10_10	1000	1000	1000
10_-10_10	1000	-1000	1000
-10_-10_10	-1000	-1000	1000
-10_10_10	-1000	1000	1000

10_10_-10	1000	1000	-1000
10_-10_-10	1000	-1000	-1000
-10_-10_-10	-1000	-1000	-1000
-10_10_-10	-1000	1000	-1000
