-0.999939 0.000739551 0.0109832 -1334.16
0.0109832 -8.12229e-006 0.99994 -121464
0.000739592 1 8.67362e-019 -527.446
0 0 0 1
4985.82 0 0 298.353
0 5000 0 131.212
0 0 20000 29510.4
0 0 0 1
-1.73182e-009 -4.00685e-009 1 -120523
0.999871 0.0160526 2.13452e-019 0.0134988
-0.0160526 0.999871 0 527.446
0 0 0 1
4970.61 0 0 -300.41
0 5000 0 -268.429
0 0 20000 30797.6
0 0 0 1
0 0 0 0
