1000.000000 1000.000000 1000.000000 21583.025803 22757.365839
-9000.000000 1000.000000 1000.000000 21681.136642 22986.088774
-4000.000000 1000.000000 1000.000000 21630.399245 22866.749574
6000.000000 1000.000000 1000.000000 21541.796129 22657.287042
11000.000000 1000.000000 1000.000000 21501.054941 22564.237031
1000.000000 -9000.000000 1000.000000 11346.105396 22700.907287
1000.000000 -4000.000000 1000.000000 16491.614840 22728.707147
1000.000000 6000.000000 1000.000000 26695.588616 22828.341991
1000.000000 11000.000000 1000.000000 31869.231410 22956.117139
1000.000000 1000.000000 -9000.000000 21730.383235 12586.920886
1000.000000 1000.000000 -4000.000000 21658.308900 17780.232075
1000.000000 1000.000000 6000.000000 21521.155175 27834.541943
1000.000000 1000.000000 11000.000000 21455.199170 32974.054329
11000.000000 11000.000000 11000.000000 30855.715038 32041.247066
11000.000000 -9000.000000 11000.000000 11921.109089 31896.197792
-9000.000000 -9000.000000 11000.000000 10382.618720 33997.276732
-9000.000000 11000.000000 11000.000000 32727.036118 34115.959064
11000.000000 11000.000000 -9000.000000 31116.139397 13174.889608
11000.000000 -9000.000000 -9000.000000 12184.595395 13052.034951
-9000.000000 -9000.000000 -9000.000000 10672.672620 11743.519902
-9000.000000 11000.000000 -9000.000000 33065.393233 11891.405865
