-0.999763 -0.00981256 -0.0194233 2416.9
-0.0194221 -0.000190628 0.999812 -124409
-0.00981441 0.999952 -6.93889e-018 -89.963
0 0 0 1
4977.6 0 0 9.94467
0 5000 0 193.363
0 0 20000 29315.6
0 0 0 1
-6.16032e-007 6.66853e-009 1 -136877
0.999922 0.0124541 5.55112e-017 -0.0203605
-0.0124541 0.999923 -1.73472e-018 89.963
0 0 0 1
4856.53 0 0 -161.009
0 5000 0 -42.7964
0 0 20000 33784.3
0 0 0 1
0 0 0 0
