4000.000000 -2000.000000 4000.000000 19647.062753 23853.903285
1000.000000 -2000.000000 4000.000000 19623.205719 20919.919342
-2000.000000 -2000.000000 4000.000000 19600.531466 18015.629841
4000.000000 1000.000000 4000.000000 21489.866767 23770.200848
1000.000000 1000.000000 4000.000000 21446.162274 20892.900326
-2000.000000 1000.000000 4000.000000 21414.426883 18046.621590
4000.000000 4000.000000 4000.000000 23249.716961 23671.148801
1000.000000 4000.000000 4000.000000 23192.633837 20853.099743
-2000.000000 4000.000000 4000.000000 23144.185050 18056.197657
4000.000000 -2000.000000 1000.000000 17412.204618 23808.700211
1000.000000 -2000.000000 1000.000000 17390.535468 20902.746717
-2000.000000 -2000.000000 1000.000000 17379.779344 18033.991165
4000.000000 1000.000000 1000.000000 19266.634817 23710.961941
1000.000000 1000.000000 1000.000000 19246.261930 20857.773627
-2000.000000 1000.000000 1000.000000 19228.713798 18063.428649
4000.000000 4000.000000 1000.000000 21071.407275 23608.861157
1000.000000 4000.000000 1000.000000 21032.636637 20810.052304
-2000.000000 4000.000000 1000.000000 21004.312393 18067.862069
4000.000000 -2000.000000 -2000.000000 15248.661884 23734.544588
1000.000000 -2000.000000 -2000.000000 15226.706846 20877.552001
-2000.000000 -2000.000000 -2000.000000 15212.634225 18041.033349
4000.000000 1000.000000 -2000.000000 17119.524410 23634.691908
1000.000000 1000.000000 -2000.000000 17100.338956 20832.602811
-2000.000000 1000.000000 -2000.000000 17093.749656 18070.510331
4000.000000 4000.000000 -2000.000000 18936.918234 23529.969390
1000.000000 4000.000000 -2000.000000 18920.434253 20778.383281
-2000.000000 4000.000000 -2000.000000 18904.907657 18082.171526
-3500.000000 1000.000000 1000.000000 19221.132563 16666.728966
1000.000000 -3500.000000 1000.000000 16438.433287 20921.885227
1000.000000 1000.000000 -3500.000000 16050.873995 20821.830444
5500.000000 1000.000000 1000.000000 19286.737829 25151.725514
1000.000000 5500.000000 1000.000000 21903.770152 20788.048782
1000.000000 1000.000000 5500.000000 22575.144605 20916.136578
-5000.000000 1000.000000 1000.000000 19212.574385 15280.694847
1000.000000 -5000.000000 1000.000000 15474.076342 20927.494149
1000.000000 1000.000000 -5000.000000 15015.433738 20810.777486
7000.000000 1000.000000 1000.000000 19318.305265 26585.855081
1000.000000 7000.000000 1000.000000 22735.395618 20761.958910
1000.000000 1000.000000 7000.000000 23709.298326 20904.888494
