  2.273737E-16  -1.136868E-15  -2.273737E-16      -31.42857   3.299825E-14      -40.00000      0.1793100       1.498568       11.33794       9.693092       1.170893     -0.2370640      0.1353315       1.879601       9.108734       9.693115       1.170959     -0.2370118       0.000000     0.08128080     0.08042811     0.08503073     0.07733303     0.03091357     0.03176628     0.03316880     0.02965403      -94.20652       767.1994      -1501.591       662.9445      0.1943724      0.1436596      0.1441358      0.1955655      0.2255831      0.1970214      0.1844904      0.2391428       3618.119       2294.480       4345.088       85.83240     0.03627529     0.02492940     0.03269791     0.02911790     0.09098208     0.06158233     0.08104327     0.07201226       6460.973      -140.0001      -1587.520       564.6225
  6.821210E-16   2.273737E-16  -1.136868E-16      -25.71429   1.272222E-14      -40.00000     0.07806337       1.330672       2.117157      -22.66543     -0.8831665      -7.757490   -0.007705418      0.4626563     0.03013803      -22.66544     -0.8830501      -7.757479       1.000000      0.2153996      0.2133825      0.2120439      0.2184999      0.2430912      0.2467293      0.2493562      0.2416074      -49.85931       469.7741       32.72635      -3.127897      0.2035265      0.1536034      0.1511503      0.2078358      0.2331204      0.2019327      0.1885226      0.2475172       3503.864       1855.427       4521.093       93.91450      0.1738133      0.1202810      0.1477699      0.1493000      0.2180077      0.1466701      0.1842083      0.1816110       6402.435      -415.2881       118.6434       286.5329
  9.094947E-16  -3.979039E-16   2.273737E-16      -20.00000   1.749305E-14      -40.00000    -0.01141819       1.151504       2.191742      -18.80345      -1.253698      -9.748509    -0.08868302      0.4250203     0.05098308      -18.80344      -1.253636      -9.748585       1.000000      0.2220506      0.2206696      0.2190328      0.2255023      0.2607515      0.2646942      0.2669169      0.2597536      -77.79882       425.3756       57.66523       77.59245      0.2120295      0.1635354      0.1579151      0.2195970      0.2375263      0.2039267      0.1901008      0.2523627       3388.774       1397.488       4667.582       106.7629      0.2028098      0.1429809      0.1727086      0.1765807      0.2223099      0.1497447      0.1880859      0.1851336       6231.584      -662.3151       187.0572       101.4326
  3.410605E-16  -6.536993E-16   3.410605E-16      -14.28571       0.000000      -40.00000    -0.08574331      0.9322067       2.236752      -13.34536      -1.265110      -9.895209     -0.1276009      0.4095193     0.03642991      -13.34532      -1.265006      -9.895162       1.000000      0.2245822      0.2238161      0.2219202      0.2283149      0.2618650      0.2662816      0.2684392      0.2609405      -116.3033       409.1052       43.12101       73.29015      0.2222471      0.1751743      0.1661752      0.2332994      0.2439989      0.2076021      0.1936021      0.2590459       3275.167       940.0162       4777.518       98.28879      0.2079349      0.1471551      0.1773659      0.1813159      0.2232620      0.1506170      0.1891111      0.1859401       6187.388      -692.4107       176.5548       89.95349
  1.136868E-16  -2.273737E-16       0.000000      -8.571429   2.782985E-14      -40.00000     -0.1624130      0.7045982       2.269520      -7.882179      -1.238132      -9.877596     -0.1679019      0.3906864     0.02944357      -7.882145      -1.238064      -9.877621       1.000000      0.2253076      0.2251919      0.2230085      0.2293361      0.2605480      0.2653553      0.2673778      0.2597588      -154.2520       389.0070       34.68830       73.21591      0.2268568      0.1827844      0.1704154      0.2413304      0.2553710      0.2153300      0.2012661      0.2705324       3158.594       479.6175       4855.672       54.88472      0.2099692      0.1490833      0.1793845      0.1832981      0.2228170      0.1506115      0.1889687      0.1856353       6144.495      -708.7898       165.5918       85.49764
  1.136868E-16  -7.958079E-16       0.000000      -2.857143   3.419096E-14      -40.00000     -0.2448904      0.4673880       2.279526      -2.103004      -1.247531      -9.900452     -0.2106651      0.3771549     0.01964279      -2.102976      -1.247431      -9.900400       1.000000      0.2250974      0.2256465      0.2231746      0.2294134      0.2591622      0.2644796      0.2663888      0.2584801      -196.8038       374.7904       21.54877       63.14320      0.2255744      0.1861191      0.1708498      0.2429563      0.2647774      0.2211348      0.2073459      0.2797061       3032.825      -9.978972       4893.148       62.21844      0.2101891      0.1497437      0.1798490      0.1837243      0.2218863      0.1502999      0.1884264      0.1849301       6099.493      -724.3250       155.5882       77.79636
  1.250555E-15  -9.094947E-16  -3.410605E-16       2.857143   3.816666E-14      -40.00000     -0.3214602      0.2374697       2.268448       3.486800      -1.235011      -9.919505     -0.2498373      0.3646068     0.01120605       3.486767      -1.234901      -9.919491       1.000000      0.2243934      0.2255365      0.2228212      0.2289492      0.2595397      0.2653445      0.2671050      0.2590083      -234.8551       361.9167       12.61998       62.08556      0.2232372      0.1885276      0.1707965      0.2430765      0.2680148      0.2217311      0.2089692      0.2819271       2912.371      -485.2490       4881.771       66.48538      0.2094506      0.1496605      0.1794927      0.1832507      0.2218809      0.1505676      0.1886518      0.1849670       6060.496      -738.5285       142.7937       73.72581
  1.136868E-16  -4.547474E-16   2.273737E-16       8.571429   8.746525E-15      -40.00000     -0.4019204     0.01118311       2.243856       9.070050      -1.218137      -9.966229     -0.2934116      0.3541571     0.01067354       9.069954      -1.218054      -9.966183       1.000000      0.2235841      0.2253865      0.2223524      0.2284546      0.2590173      0.2654159      0.2668557      0.2588066      -279.4984       351.4738       12.44590       67.41600      0.2202271      0.1903888      0.1705305      0.2421922      0.2694976      0.2209160      0.2095545      0.2820070       2788.297      -957.1988       4830.801       73.97735      0.2082814      0.1492901      0.1787408      0.1824475      0.2222320      0.1510965      0.1891233      0.1853778       6018.959      -753.6506       138.3489       74.58551
  3.410605E-16  -5.684342E-16       0.000000       14.28571   8.746525E-15      -40.00000     -0.4842546     -0.2243514       2.189697       14.86310      -1.209688      -9.994298     -0.3380959      0.3390423    0.003905562       14.86306      -1.209594      -9.994269       1.000000      0.2217459      0.2242512      0.2209336      0.2268915      0.2575206      0.2644652      0.2656441      0.2575645      -325.5320       336.3250       6.044633       72.83003      0.2160173      0.1913195      0.1697392      0.2396895      0.2687708      0.2182053      0.2088718      0.2792422       2661.732      -1442.726       4724.040       74.83142      0.2053459      0.1476665      0.1765119      0.1800709      0.2207163      0.1503489      0.1880280      0.1842042       5976.701      -771.0469       129.1642       76.96997
  7.958079E-16  -9.094947E-16  -3.410605E-16       20.00000   2.305902E-14      -40.00000     -0.5639335     -0.4479048       2.115030       20.51672      -1.194149      -10.00138     -0.3827531      0.3251546   -0.003003146       20.51680      -1.194115      -10.00132       1.000000      0.2183371      0.2215301      0.2179284      0.2237429      0.2543032      0.2617981      0.2627268      0.2545807      -374.2785       323.1943      -1.604060       70.33354      0.2089921      0.1894496      0.1668679      0.2336315      0.2662807      0.2142092      0.2072172      0.2743858       2539.779      -1904.301       4576.814       71.57169      0.2004517      0.1445564      0.1725624      0.1759394      0.2178481      0.1486570      0.1858055      0.1818505       5938.955      -784.3605       116.7693       72.90863
